Var1,Location,Confidence,Condition
Q9UDT6,Endoplasmic Reticulum,Medium,AD
Q9UEW8,Cytoskeleton,Medium,AD
Q9UEY8,Cytoskeleton,High,AD
Q9UF11,Postsynapse,Medium,AD
Q9UFN0,Mitochondria,Medium,AD
Q9UGM6,Mitochondria,High,AD
Q9UH03,Cytoskeleton,High,AD
Q9UH99,Nucleus,High,AD
Q9UHB9,Endoplasmic Reticulum,High,AD
Q9UHC6,Plasma membrane,Medium,AD
Q9UHD1,Cytoplasm,High,AD
Q9UHD8,Cytoskeleton,High,AD
Q9UHG2,Plasma membrane,Medium,AD
Q9UHI5,Mitochondria,Medium,AD
Q9UHL4,Cytoplasm,High,AD
Q9UHQ4,Endoplasmic Reticulum,Medium,AD
Q9UHQ9,Endoplasmic Reticulum,Medium,AD
Q9UHV9,Cytoplasm,High,AD
Q9UHX1,Nucleus,High,AD
Q9UHY1,Endoplasmic Reticulum,Medium,AD
Q9UHY7,Cytoskeleton,High,AD
Q9UI09,Cytoskeleton,Medium,AD
Q9UI12,Cytoskeleton,High,AD
Q9UI15,Cytoskeleton,High,AD
Q9UI40,Endoplasmic Reticulum,Medium,AD
Q9UIA9,Plasma membrane,Medium,AD
Q9UIC8,Cytoplasm,High,AD
Q9UIG0,Cytoskeleton,Medium,AD
Q9UIJ7,Cytoskeleton,High,AD
Q9UJ41,Mitochondria,High,AD
Q9UJA5,Endoplasmic Reticulum,High,AD
Q9UJC5,Cytoskeleton,High,AD
Q9UJS0,Mitochondria,Medium,AD
Q9UJY5,Cytoplasm,High,AD
Q9UJZ1,Postsynapse,Medium,AD
Q9UK22,Cytoskeleton,High,AD
Q9UK41,Mitochondria,High,AD
Q9UK76,Cytoplasm,High,AD
Q9UKA9,Nucleus,High,AD
Q9UKK9,Cytoplasm,High,AD
Q9UKU0,Plasma membrane,Medium,AD
Q9UL12,Mitochondria,Medium,AD
Q9UL26,Endoplasmic Reticulum,Medium,AD
Q9UL46,Cytoplasm,Medium,AD
Q9UL51,Endoplasmic Reticulum,High,AD
Q9ULA0,Cytoplasm,High,AD
Q9ULC3,Endoplasmic Reticulum,High,AD
Q9ULD0,Cytoskeleton,High,AD
Q9ULK0,Mitochondria,High,AD
Q9ULP0,Cytoskeleton,High,AD
Q9ULR3,Cytoskeleton,Medium,AD
Q9ULT8,Cytoskeleton,High,AD
Q9ULU8,Cytoskeleton,High,AD
Q9ULV4,Cytoskeleton,High,AD
Q9UM19,Cytoskeleton,High,AD
Q9UM22,Endoplasmic Reticulum,Medium,AD
Q9UM54,Endoplasmic Reticulum,Medium,AD
Q9UMF0,Cytoskeleton,High,AD
Q9UMY4,Endoplasmic Reticulum,Medium,AD
Q9UN36,Cytoskeleton,High,AD
Q9UN37,Endoplasmic Reticulum,High,AD
Q9UN86,Endoplasmic Reticulum,Medium,AD
Q9UNA1,Endoplasmic Reticulum,High,AD
Q9UNE7,Endoplasmic Reticulum,Medium,AD
Q9UNF0,Plasma membrane,Medium,AD
Q9UNH7,Endoplasmic Reticulum,High,AD
Q9UNS2,Cytoskeleton,High,AD
Q9UNW9,Endoplasmic Reticulum,High,AD
Q9UNZ2,Cytoskeleton,High,AD
Q9UPA5,Cytoskeleton,High,AD
Q9UPN3,Cytoskeleton,High,AD
Q9UPQ3,Endoplasmic Reticulum,Medium,AD
Q9UPR5,Cytoskeleton,Medium,AD
Q9UPT6,Endoplasmic Reticulum,Medium,AD
Q9UPV7,Cytoskeleton,Medium,AD
Q9UPX0,Postsynapse,High,AD
Q9UPY5,Endoplasmic Reticulum,High,AD
Q9UPY6,Endoplasmic Reticulum,Medium,AD
Q9UPY8,Cytoskeleton,High,AD
Q9UQ03,Cytoskeleton,High,AD
Q9UQ16,Cytoskeleton,High,AD
Q9UQ80,Cytoskeleton,High,AD
Q9UQ90,Postsynapse,High,AD
Q9UQB3,Cytoskeleton,Medium,AD
Q9UQB8,Cytoskeleton,High,AD
Q9UQM7,Cytoskeleton,High,AD
Q9Y224,Cytoskeleton,High,AD
Q9Y230,Endoplasmic Reticulum,High,AD
Q9Y262,Endoplasmic Reticulum,High,AD
Q9Y263,Mitochondria,Medium,AD
Q9Y265,Presynapse,Medium,AD
Q9Y266,Cytoskeleton,Medium,AD
Q9Y277,Cytoskeleton,High,AD
Q9Y285,Cytoskeleton,High,AD
Q9Y287,Endoplasmic Reticulum,Medium,AD
Q9Y295,Mitochondria,Medium,AD
Q9Y2A7,Cytoskeleton,High,AD
Q9Y2B0,Endoplasmic Reticulum,High,AD
Q9Y2C4,Postsynapse,Medium,AD
Q9Y2G8,Mitochondria,High,AD
Q9Y2H9,Mitochondria,Medium,AD
Q9Y2I8,Presynapse,Medium,AD
Q9Y2J0,Cytoskeleton,Medium,AD
Q9Y2J8,Cytoskeleton,High,AD
Q9Y2K9,Endoplasmic Reticulum,Medium,AD
Q9Y2Q0,Cytoskeleton,High,AD
Q9Y2Q3,Mitochondria,Medium,AD
Q9Y2Q5,Endoplasmic Reticulum,High,AD
Q9Y2S2,Cytoskeleton,High,AD
Q9Y2T2,Endoplasmic Reticulum,Medium,AD
Q9Y2T3,Cytoskeleton,High,AD
Q9Y2V2,Cytoplasm,Medium,AD
Q9Y2Z0,Cytoskeleton,Medium,AD
Q9Y2Z4,Mitochondria,High,AD
Q9Y2Z9,Mitochondria,High,AD
Q9Y305,Cytoskeleton,Medium,AD
Q9Y320,Endoplasmic Reticulum,High,AD
Q9Y333,Cytoplasm,High,AD
Q9Y371,Presynapse,High,AD
Q9Y376,Cytoskeleton,High,AD
Q9Y394,Cytoskeleton,Medium,AD
Q9Y3A5,Plasma membrane,Medium,AD
Q9Y3B3,Endoplasmic Reticulum,High,AD
Q9Y3B8,Cytoplasm,Medium,AD
Q9Y3C4,Mitochondria,Medium,AD
Q9Y3C8,Cytoplasm,Medium,AD
Q9Y3D6,Cytoskeleton,High,AD
Q9Y3E1,Nucleus,Medium,AD
Q9Y3I0,Cytoskeleton,High,AD
Q9Y3P9,Endoplasmic Reticulum,Medium,AD
Q9Y3U8,Plasma membrane,High,AD
Q9Y426,Endoplasmic Reticulum,High,AD
Q9Y490,Cytoskeleton,High,AD
Q9Y496,Endoplasmic Reticulum,High,AD
Q9Y4D1,Endoplasmic Reticulum,High,AD
Q9Y4D8,Endoplasmic Reticulum,High,AD
Q9Y4E1,Endoplasmic Reticulum,Medium,AD
Q9Y4E6,Cytoskeleton,Medium,AD
Q9Y4G8,Cytoskeleton,High,AD
Q9Y4I1,Cytoskeleton,High,AD
Q9Y4J8,Endoplasmic Reticulum,Medium,AD
Q9Y4L1,Cytoskeleton,High,AD
Q9Y4Y9,Cytoplasm,High,AD
Q9Y566,Mitochondria,Medium,AD
Q9Y570,Cytoskeleton,High,AD
Q9Y584,Mitochondria,Medium,AD
Q9Y5J7,Mitochondria,Medium,AD
Q9Y5K8,Cytoskeleton,High,AD
Q9Y5P6,Cytoplasm,High,AD
Q9Y5U8,Mitochondria,High,AD
Q9Y5X3,Mitochondria,Medium,AD
Q9Y5Y2,Endoplasmic Reticulum,Medium,AD
Q9Y5Z4,Cytoplasm,High,AD
Q9Y617,Cytoskeleton,High,AD
Q9Y678,Endoplasmic Reticulum,High,AD
Q9Y696,Cytoskeleton,High,AD
Q9Y697,Postsynapse,High,AD
Q9Y6C9,Cytoskeleton,High,AD
Q9Y6E0,Endoplasmic Reticulum,High,AD
Q9Y6I3,Cytoskeleton,High,AD
Q9Y6K8,Cytoskeleton,Medium,AD
Q9Y6R1,Cytoskeleton,High,AD
Q9Y6R7,Cytoplasm,High,AD
Q9Y6V0,Postsynapse,Medium,AD
Q9Y6X5,Endoplasmic Reticulum,Medium,AD
O15400,Cytoplasm_Presynapse,Low,AD
O60925,Cytoplasm,Low,AD
O76041,Cytoplasm_Cytoskeleton,Low,AD
P01591,Cytoplasm_Mitochondria,Low,AD
P01861,Cytoplasm_Cytoskeleton,Low,AD
P01871,Cytoplasm_Cytoskeleton,Low,AD
P02765,Cytoplasm_Mitochondria,Low,AD
P07741,Cytoplasm_Cytoskeleton,Low,AD
P12694,Cytoplasm_Mitochondria,Low,AD
P13645,Cytoplasm,Low,AD
P17900,Cytoplasm_Endoplasmic Reticulum,Low,AD
P17931,Cytoplasm_Plasma membrane,Low,AD
P20339,Cytoplasm_Cytoskeleton,Low,AD
P23141,Cytoplasm_Endoplasmic Reticulum,Low,AD
P26378,Cytoplasm_Cytoskeleton,Low,AD
P30711,Cytoplasm_Cytoskeleton,Low,AD
P32929,Cytoplasm_Mitochondria,Low,AD
P36873,Cytoplasm_Cytoskeleton,Low,AD
P40121,Cytoplasm_Cytoskeleton,Low,AD
P48739,Cytoplasm,Low,AD
P49354,Cytoplasm_Cytoskeleton,Low,AD
P49441,Cytoplasm,Low,AD
P53582,Cytoplasm_Endoplasmic Reticulum,Low,AD
P55854,Cytoplasm,Low,AD
P59666,Cytoplasm_Nucleus,Low,AD
P61457,Cytoplasm_Mitochondria,Low,AD
P62304,Cytoplasm,Low,AD
P62837,Cytoplasm,Low,AD
P69891,Cytoplasm,Low,AD
P98196,Cytoplasm_Cytoskeleton,Low,AD
Q04323,Cytoplasm_Cytoskeleton,Low,AD
Q14247,Cytoplasm,Low,AD
Q15223,Cytoplasm,Low,AD
Q15942,Cytoplasm_Mitochondria,Low,AD
Q16630,Cytoplasm,Low,AD
Q5JSH3,Cytoplasm_Cytoskeleton,Low,AD
Q8IZ83,Cytoplasm,Low,AD
Q8N461,Cytoplasm,Low,AD
Q8NF37,Cytoplasm_Endoplasmic Reticulum,Low,AD
Q8TDW7,Cytoplasm_Nucleus,Low,AD
Q92859,Cytoplasm_Cytoskeleton,Low,AD
Q92945,Cytoplasm_Cytoskeleton,Low,AD
Q969H8,Cytoplasm,Low,AD
Q99436,Cytoplasm_Cytoskeleton,Low,AD
Q99447,Cytoplasm,Low,AD
Q99471,Cytoplasm_Cytoskeleton,Low,AD
Q99873,Cytoplasm,Low,AD
Q9BQI9,Cytoplasm_Mitochondria,Low,AD
Q9BRK4,Cytoplasm_Mitochondria,Low,AD
Q9BTE1,Cytoplasm,Low,AD
Q9BU02,Cytoplasm_Mitochondria,Low,AD
Q9C005,Cytoplasm_Endoplasmic Reticulum,Low,AD
Q9H444,Cytoplasm,Low,AD
Q9H4A4,Cytoplasm_Mitochondria,Low,AD
Q9HCC0,Cytoplasm_Cytoskeleton,Low,AD
Q9NTX5,Cytoplasm_Endoplasmic Reticulum,Low,AD
Q9NVS9,Cytoplasm_Cytoskeleton,Low,AD
Q9NWV4,Cytoplasm,Low,AD
Q9NZJ6,Cytoplasm,Low,AD
Q9UBP0,Cytoplasm_Endoplasmic Reticulum,Low,AD
Q9UJ70,Cytoplasm_Cytoskeleton,Low,AD
Q9UK45,Cytoplasm_Nucleus,Low,AD
Q9UMX0,Cytoplasm_Postsynapse,Low,AD
A5YM72,Cytoskeleton_Plasma membrane,Low,AD
O00264,Cytoskeleton_Plasma membrane,Low,AD
O15294,Cytoskeleton_Postsynapse,Low,AD
O43169,Cytoskeleton,Low,AD
O60262,Cytoskeleton_Plasma membrane,Low,AD
O75077,Cytoskeleton_Presynapse,Low,AD
O75348,Cytoskeleton,Low,AD
O75380,Cytoskeleton,Low,AD
O75828,Cytoskeleton,Low,AD
O94910,Cytoskeleton_Presynapse,Low,AD
O95140,Cytoskeleton_Plasma membrane,Low,AD
O95168,Cytoskeleton_Postsynapse,Low,AD
O95502,Cytoskeleton_Endoplasmic Reticulum,Low,AD
O95716,Cytoskeleton_Plasma membrane,Low,AD
P03905,Cytoskeleton_Mitochondria,Low,AD
P04843,Cytoskeleton,Low,AD
P04844,Cytoskeleton_Endoplasmic Reticulum,Low,AD
P05166,Cytoskeleton,Low,AD
P06241,Cytoskeleton_Endoplasmic Reticulum,Low,AD
P09525,Cytoskeleton,Low,AD
P0DJI8,Cytoskeleton_Plasma membrane,Low,AD
P12081,Cytoskeleton_Endoplasmic Reticulum,Low,AD
P14868,Cytoskeleton_Plasma membrane,Low,AD
P14927,Cytoskeleton_Postsynapse,Low,AD
P15954,Cytoskeleton,Low,AD
P24534,Cytoskeleton_Plasma membrane,Low,AD
P25686,Cytoskeleton,Low,AD
P27144,Cytoskeleton_Mitochondria,Low,AD
P27695,Cytoskeleton_Plasma membrane,Low,AD
P29992,Cytoskeleton,Low,AD
P31943,Cytoskeleton_Plasma membrane,Low,AD
P36405,Cytoskeleton_Plasma membrane,Low,AD
P42858,Cytoskeleton_Presynapse,Low,AD
P43487,Cytoskeleton_Endoplasmic Reticulum,Low,AD
P46108,Cytoskeleton,Low,AD
P46778,Cytoskeleton_Presynapse,Low,AD
P47736,Cytoskeleton_Presynapse,Low,AD
P49748,Cytoskeleton_Plasma membrane,Low,AD
P49840,Cytoskeleton,Low,AD
P51452,Cytoskeleton_Endoplasmic Reticulum,Low,AD
P51575,Cytoskeleton_Postsynapse,Low,AD
P55268,Cytoskeleton_Nucleus,Low,AD
P61769,Cytoskeleton_Plasma membrane,Low,AD
P62266,Cytoskeleton_Plasma membrane,Low,AD
P62316,Cytoskeleton_Plasma membrane,Low,AD
P62854,Cytoskeleton_Plasma membrane,Low,AD
P63220,Cytoskeleton_Plasma membrane,Low,AD
P82909,Cytoskeleton_Mitochondria,Low,AD
P84085,Cytoskeleton_Endoplasmic Reticulum,Low,AD
Q02153,Cytoskeleton,Low,AD
Q02156,Cytoskeleton_Presynapse,Low,AD
Q05469,Cytoskeleton_Endoplasmic Reticulum,Low,AD
Q07157,Cytoskeleton,Low,AD
Q12756,Cytoskeleton_Endoplasmic Reticulum,Low,AD
Q13057,Cytoskeleton_Presynapse,Low,AD
Q13099,Cytoskeleton,Low,AD
Q13367,Cytoskeleton_Presynapse,Low,AD
Q13449,Cytoskeleton_Plasma membrane,Low,AD
Q13616,Cytoskeleton,Low,AD
Q13875,Cytoskeleton,Low,AD
Q14168,Cytoskeleton,Low,AD
Q15102,Cytoskeleton,Low,AD
Q15417,Cytoskeleton_Endoplasmic Reticulum,Low,AD
Q16537,Cytoskeleton_Plasma membrane,Low,AD
Q16774,Cytoskeleton_Presynapse,Low,AD
Q16881,Cytoskeleton_Endoplasmic Reticulum,Low,AD
Q27J81,Cytoskeleton_Endoplasmic Reticulum,Low,AD
Q4V328,Cytoskeleton_Postsynapse,Low,AD
Q5JRX3,Cytoskeleton_Mitochondria,Low,AD
Q5TZA2,Cytoskeleton,Low,AD
Q66K74,Cytoskeleton_Plasma membrane,Low,AD
Q6GMV3,Cytoskeleton_Presynapse,Low,AD
Q6PIU2,Cytoskeleton_Endoplasmic Reticulum,Low,AD
Q6PL24,Cytoskeleton,Low,AD
Q6U841,Cytoskeleton,Low,AD
Q7KZF4,Cytoskeleton_Presynapse,Low,AD
Q7Z460,Cytoskeleton,Low,AD
Q86T65,Cytoskeleton_Plasma membrane,Low,AD
Q86WG3,Cytoskeleton_Mitochondria,Low,AD
Q86X10,Cytoskeleton,Low,AD
Q86X24,Cytoskeleton_Mitochondria,Low,AD
Q8IXI2,Cytoskeleton_Presynapse,Low,AD
Q8N1G4,Cytoskeleton,Low,AD
Q8N987,Cytoskeleton_Endoplasmic Reticulum,Low,AD
Q8N9R8,Cytoskeleton_Presynapse,Low,AD
Q8NC96,Cytoskeleton_Presynapse,Low,AD
Q8ND76,Cytoskeleton_Presynapse,Low,AD
Q92783,Cytoskeleton,Low,AD
Q93009,Cytoskeleton_Presynapse,Low,AD
Q93077,Cytoskeleton_Plasma membrane,Low,AD
Q96E17,Cytoskeleton_Presynapse,Low,AD
Q96HE7,Cytoskeleton_Endoplasmic Reticulum,Low,AD
Q96HU8,Cytoskeleton_Endoplasmic Reticulum,Low,AD
Q99250,Cytoskeleton,Low,AD
Q9BUF5,Cytoskeleton,Low,AD
Q9C0H9,Cytoskeleton_Postsynapse,Low,AD
Q9GZY8,Cytoskeleton,Low,AD
Q9H9H5,Cytoskeleton,Low,AD
Q9HCM2,Cytoskeleton_Presynapse,Low,AD
Q9HDC9,Cytoskeleton_Plasma membrane,Low,AD
Q9NPJ3,Cytoskeleton,Low,AD
Q9NQW6,Cytoskeleton_Postsynapse,Low,AD
Q9NVT9,Cytoskeleton_Postsynapse,Low,AD
Q9NX40,Cytoskeleton_Postsynapse,Low,AD
Q9NZJ7,Cytoskeleton,Low,AD
Q9NZQ3,Cytoskeleton_Plasma membrane,Low,AD
Q9P2R3,Cytoskeleton,Low,AD
Q9UDY2,Cytoskeleton_Endoplasmic Reticulum,Low,AD
Q9UDY4,Cytoskeleton,Low,AD
Q9UJU6,Cytoskeleton,Low,AD
Q9UKG1,Cytoskeleton_Endoplasmic Reticulum,Low,AD
Q9ULP9,Cytoskeleton,Low,AD
Q9UNM6,Cytoskeleton_Presynapse,Low,AD
Q9Y2X7,Cytoskeleton_Postsynapse,Low,AD
Q9Y4F4,Cytoskeleton_Mitochondria,Low,AD
Q9Y4F5,Cytoskeleton_Plasma membrane,Low,AD
Q9Y6B6,Cytoskeleton_Endoplasmic Reticulum,Low,AD
A2RTX5,Endoplasmic Reticulum_Nucleus,Low,AD
O00231,Endoplasmic Reticulum_Presynapse,Low,AD
O00291,Endoplasmic Reticulum,Low,AD
O00471,Endoplasmic Reticulum_Mitochondria,Low,AD
O00478,Endoplasmic Reticulum_Presynapse,Low,AD
O14639,Endoplasmic Reticulum_Plasma membrane,Low,AD
O14744,Endoplasmic Reticulum,Low,AD
O14827,Endoplasmic Reticulum_Mitochondria,Low,AD
O14841,Endoplasmic Reticulum_Mitochondria,Low,AD
O14910,Endoplasmic Reticulum_Postsynapse,Low,AD
O14976,Endoplasmic Reticulum_Presynapse,Low,AD
O14979,Endoplasmic Reticulum,Low,AD
O43157,Endoplasmic Reticulum,Low,AD
O43295,Endoplasmic Reticulum,Low,AD
O43427,Endoplasmic Reticulum,Low,AD
O43505,Endoplasmic Reticulum,Low,AD
O43765,Endoplasmic Reticulum_Plasma membrane,Low,AD
O43809,Endoplasmic Reticulum,Low,AD
O60869,Endoplasmic Reticulum_Plasma membrane,Low,AD
O75051,Endoplasmic Reticulum,Low,AD
O75131,Endoplasmic Reticulum,Low,AD
O75146,Endoplasmic Reticulum_Presynapse,Low,AD
O75155,Endoplasmic Reticulum,Low,AD
O75170,Endoplasmic Reticulum_Mitochondria,Low,AD
O75381,Endoplasmic Reticulum_Plasma membrane,Low,AD
O75436,Endoplasmic Reticulum,Low,AD
O75521,Endoplasmic Reticulum_Postsynapse,Low,AD
O75821,Endoplasmic Reticulum,Low,AD
O75936,Endoplasmic Reticulum,Low,AD
O94903,Endoplasmic Reticulum_Presynapse,Low,AD
O95196,Endoplasmic Reticulum_Presynapse,Low,AD
O95294,Endoplasmic Reticulum,Low,AD
O95319,Endoplasmic Reticulum,Low,AD
O95747,Endoplasmic Reticulum_Presynapse,Low,AD
O95837,Endoplasmic Reticulum,Low,AD
P01903,Endoplasmic Reticulum_Mitochondria,Low,AD
P04839,Endoplasmic Reticulum_Presynapse,Low,AD
P08240,Endoplasmic Reticulum_Nucleus,Low,AD
P08575,Endoplasmic Reticulum_Mitochondria,Low,AD
P0C0L4,Endoplasmic Reticulum,Low,AD
P11166,Endoplasmic Reticulum_Plasma membrane,Low,AD
P12110,Endoplasmic Reticulum_Nucleus,Low,AD
P12931,Endoplasmic Reticulum,Low,AD
P15374,Endoplasmic Reticulum,Low,AD
P16403,Endoplasmic Reticulum_Nucleus,Low,AD
P21810,Endoplasmic Reticulum_Nucleus,Low,AD
P22102,Endoplasmic Reticulum_Plasma membrane,Low,AD
P23469,Endoplasmic Reticulum_Mitochondria,Low,AD
P23610,Endoplasmic Reticulum_Postsynapse,Low,AD
P26368,Endoplasmic Reticulum,Low,AD
P26640,Endoplasmic Reticulum,Low,AD
P29120,Endoplasmic Reticulum_Mitochondria,Low,AD
P30484,Endoplasmic Reticulum,Low,AD
P30519,Endoplasmic Reticulum_Presynapse,Low,AD
P35244,Endoplasmic Reticulum_Plasma membrane,Low,AD
P35637,Endoplasmic Reticulum_Postsynapse,Low,AD
P36269,Endoplasmic Reticulum_Plasma membrane,Low,AD
P37235,Endoplasmic Reticulum,Low,AD
P41217,Endoplasmic Reticulum_Presynapse,Low,AD
P41252,Endoplasmic Reticulum_Presynapse,Low,AD
P42224,Endoplasmic Reticulum_Presynapse,Low,AD
P48553,Endoplasmic Reticulum_Nucleus,Low,AD
P49006,Endoplasmic Reticulum_Plasma membrane,Low,AD
P49257,Endoplasmic Reticulum_Mitochondria,Low,AD
P49758,Endoplasmic Reticulum,Low,AD
P50151,Endoplasmic Reticulum_Plasma membrane,Low,AD
P50402,Endoplasmic Reticulum_Nucleus,Low,AD
P51572,Endoplasmic Reticulum_Presynapse,Low,AD
P51888,Endoplasmic Reticulum_Nucleus,Low,AD
P52294,Endoplasmic Reticulum_Nucleus,Low,AD
P52788,Endoplasmic Reticulum,Low,AD
P53621,Endoplasmic Reticulum,Low,AD
P54136,Endoplasmic Reticulum_Presynapse,Low,AD
P54284,Endoplasmic Reticulum,Low,AD
P54764,Endoplasmic Reticulum_Presynapse,Low,AD
P55735,Endoplasmic Reticulum_Presynapse,Low,AD
P60903,Endoplasmic Reticulum,Low,AD
P61225,Endoplasmic Reticulum_Presynapse,Low,AD
P62495,Endoplasmic Reticulum,Low,AD
P78508,Endoplasmic Reticulum_Presynapse,Low,AD
Q00765,Endoplasmic Reticulum_Plasma membrane,Low,AD
Q01064,Endoplasmic Reticulum,Low,AD
Q07002,Endoplasmic Reticulum_Presynapse,Low,AD
Q08462,Endoplasmic Reticulum_Presynapse,Low,AD
Q08AM6,Endoplasmic Reticulum_Presynapse,Low,AD
Q12791,Endoplasmic Reticulum_Presynapse,Low,AD
Q12792,Endoplasmic Reticulum,Low,AD
Q13045,Endoplasmic Reticulum_Mitochondria,Low,AD
Q13232,Endoplasmic Reticulum,Low,AD
Q13347,Endoplasmic Reticulum_Plasma membrane,Low,AD
Q13586,Endoplasmic Reticulum_Mitochondria,Low,AD
Q13613,Endoplasmic Reticulum,Low,AD
Q14166,Endoplasmic Reticulum,Low,AD
Q14376,Endoplasmic Reticulum_Mitochondria,Low,AD
Q14571,Endoplasmic Reticulum_Presynapse,Low,AD
Q14643,Endoplasmic Reticulum,Low,AD
Q14677,Endoplasmic Reticulum,Low,AD
Q14696,Endoplasmic Reticulum_Mitochondria,Low,AD
Q14956,Endoplasmic Reticulum_Plasma membrane,Low,AD
Q15049,Endoplasmic Reticulum,Low,AD
Q15067,Endoplasmic Reticulum,Low,AD
Q15276,Endoplasmic Reticulum_Presynapse,Low,AD
Q15286,Endoplasmic Reticulum_Presynapse,Low,AD
Q15363,Endoplasmic Reticulum_Mitochondria,Low,AD
Q15599,Endoplasmic Reticulum,Low,AD
Q15738,Endoplasmic Reticulum_Mitochondria,Low,AD
Q15746,Endoplasmic Reticulum,Low,AD
Q15813,Endoplasmic Reticulum,Low,AD
Q15814,Endoplasmic Reticulum,Low,AD
Q15904,Endoplasmic Reticulum_Postsynapse,Low,AD
Q17R89,Endoplasmic Reticulum_Postsynapse,Low,AD
Q2M389,Endoplasmic Reticulum_Presynapse,Low,AD
Q3KQU3,Endoplasmic Reticulum,Low,AD
Q3KQV9,Endoplasmic Reticulum,Low,AD
Q5SYC1,Endoplasmic Reticulum,Low,AD
Q5T4S7,Endoplasmic Reticulum_Plasma membrane,Low,AD
Q5T5P2,Endoplasmic Reticulum_Postsynapse,Low,AD
Q5T848,Endoplasmic Reticulum_Presynapse,Low,AD
Q5VST6,Endoplasmic Reticulum_Mitochondria,Low,AD
Q684P5,Endoplasmic Reticulum_Postsynapse,Low,AD
Q68CZ2,Endoplasmic Reticulum,Low,AD
Q68DH5,Endoplasmic Reticulum_Mitochondria,Low,AD
Q6H8Q1,Endoplasmic Reticulum_Postsynapse,Low,AD
Q6P2E9,Endoplasmic Reticulum,Low,AD
Q6PFW1,Endoplasmic Reticulum,Low,AD
Q6VY07,Endoplasmic Reticulum_Plasma membrane,Low,AD
Q6ZMI0,Endoplasmic Reticulum_Presynapse,Low,AD
Q7L523,Endoplasmic Reticulum_Mitochondria,Low,AD
Q7L775,Endoplasmic Reticulum_Nucleus,Low,AD
Q7Z3U7,Endoplasmic Reticulum_Nucleus,Low,AD
Q86UW7,Endoplasmic Reticulum_Postsynapse,Low,AD
Q86UX6,Endoplasmic Reticulum,Low,AD
Q86V81,Endoplasmic Reticulum_Nucleus,Low,AD
Q86VS8,Endoplasmic Reticulum_Mitochondria,Low,AD
Q86VW0,Endoplasmic Reticulum,Low,AD
Q86X55,Endoplasmic Reticulum_Nucleus,Low,AD
Q8IV38,Endoplasmic Reticulum_Mitochondria,Low,AD
Q8IXS8,Endoplasmic Reticulum_Presynapse,Low,AD
Q8IY22,Endoplasmic Reticulum,Low,AD
Q8IYB4,Endoplasmic Reticulum,Low,AD
Q8IZS8,Endoplasmic Reticulum,Low,AD
Q8N5J2,Endoplasmic Reticulum_Mitochondria,Low,AD
Q8N5R6,Endoplasmic Reticulum,Low,AD
Q8N5V2,Endoplasmic Reticulum_Postsynapse,Low,AD
Q8N6M0,Endoplasmic Reticulum,Low,AD
Q8NC51,Endoplasmic Reticulum_Presynapse,Low,AD
Q8NHG7,Endoplasmic Reticulum_Plasma membrane,Low,AD
Q8NHH9,Endoplasmic Reticulum_Mitochondria,Low,AD
Q8TAF3,Endoplasmic Reticulum_Presynapse,Low,AD
Q8TB96,Endoplasmic Reticulum_Presynapse,Low,AD
Q8TBF2,Endoplasmic Reticulum,Low,AD
Q8TBG9,Endoplasmic Reticulum_Mitochondria,Low,AD
Q8TDC3,Endoplasmic Reticulum_Mitochondria,Low,AD
Q8WW22,Endoplasmic Reticulum,Low,AD
Q8WXC6,Endoplasmic Reticulum,Low,AD
Q8WXD2,Endoplasmic Reticulum,Low,AD
Q92604,Endoplasmic Reticulum,Low,AD
Q92845,Endoplasmic Reticulum_Postsynapse,Low,AD
Q92854,Endoplasmic Reticulum_Mitochondria,Low,AD
Q96AG3,Endoplasmic Reticulum_Mitochondria,Low,AD
Q96AX1,Endoplasmic Reticulum_Presynapse,Low,AD
Q96CT7,Endoplasmic Reticulum_Plasma membrane,Low,AD
Q96DD7,Endoplasmic Reticulum_Presynapse,Low,AD
Q96EE3,Endoplasmic Reticulum_Plasma membrane,Low,AD
Q96FE5,Endoplasmic Reticulum,Low,AD
Q96FZ7,Endoplasmic Reticulum_Mitochondria,Low,AD
Q96GG9,Endoplasmic Reticulum_Mitochondria,Low,AD
Q96GQ5,Endoplasmic Reticulum,Low,AD
Q96JG6,Endoplasmic Reticulum_Presynapse,Low,AD
Q96KG9,Endoplasmic Reticulum,Low,AD
Q96L92,Endoplasmic Reticulum_Presynapse,Low,AD
Q96QE2,Endoplasmic Reticulum_Presynapse,Low,AD
Q96RL7,Endoplasmic Reticulum_Presynapse,Low,AD
Q96S52,Endoplasmic Reticulum_Postsynapse,Low,AD
Q96SW2,Endoplasmic Reticulum_Postsynapse,Low,AD
Q96TA1,Endoplasmic Reticulum_Mitochondria,Low,AD
Q99259,Endoplasmic Reticulum_Presynapse,Low,AD
Q99523,Endoplasmic Reticulum,Low,AD
Q99767,Endoplasmic Reticulum_Mitochondria,Low,AD
Q99884,Endoplasmic Reticulum_Mitochondria,Low,AD
Q9BQI7,Endoplasmic Reticulum_Plasma membrane,Low,AD
Q9BRK0,Endoplasmic Reticulum,Low,AD
Q9BST9,Endoplasmic Reticulum_Nucleus,Low,AD
Q9BTV4,Endoplasmic Reticulum_Presynapse,Low,AD
Q9BWQ8,Endoplasmic Reticulum,Low,AD
Q9BWS9,Endoplasmic Reticulum,Low,AD
Q9BXF6,Endoplasmic Reticulum,Low,AD
Q9BXJ9,Endoplasmic Reticulum_Mitochondria,Low,AD
